action_conflict_pixel_count,action_id,closure_failure_reason,closure_status,development_family_ids,development_observation_count,effective_informative_stable_mass,informative_pixel_count,mask_payload_digest,prototype_present,row_id,stable_pixel_count
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:6f69d910c297c62846cd4733a4f4c6989b4d6a4d417d0a6ed4e185edb4ca5199,True,tank=3|target=4|cooldown=1,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:695f221a4c2c984cc3ba8eb663907a2b6ba5e50c44b7c0d75a84f861dd88e29f,True,tank=3|target=5|cooldown=0,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:6f5220a9950eabed19bbc01fb075ba1f64c63793d579aaf2a63aef989efdd701,True,tank=3|target=5|cooldown=1,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:643cc974049b92924575bfd22d8312c32e648122ad43ba8b805641a000a22dfd,True,tank=3|target=6|cooldown=0,434
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:7b74e2b92be4280d3b741eb33f29de7ef35cbb0f09e524b0ea22435ee12fa2bd,True,tank=3|target=6|cooldown=1,434
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:b22109828d7d9db5e99cee6f6a618d31870549ef54d29dc27fbc3dae40cba0ee,True,tank=3|target=none|cooldown=0,438
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:54a3994cfebcf98da1c3b0ba3d4c2bfbffe77d04e11fd074c311a018a9e1b2aa,True,tank=3|target=none|cooldown=1,438
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:a17d1562df5dbd6b50c5a2c79e9a6f06178bac54b5d3d5f36db12249f8ee39dd,True,tank=4|target=0|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:f67ea5999bd8c8e92b403fa5a3fc589780b0183091774ab91aea1f7ed1c365a6,True,tank=4|target=0|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:8c384146e57dfac437bf9652847da6ad56cf5824503ba8ffbf2276e4a9359e94,True,tank=4|target=1|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:d612ebe63e41b163aa07e0b1a778ef1573001e9c42619d38701ed7388108e49e,True,tank=4|target=1|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:724644a6d06f8a5bf19e57a4876611771e43fda975a6877938548599465cc382,True,tank=4|target=2|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:d5aa19ab616e5f56369d412a16e91e6497c7104712a306b857e50ca171df6ce4,True,tank=4|target=2|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:ad7d72cf7d7be68e8d00216a86bff0f30975cc816c10302a6a233163f0635d90,True,tank=4|target=3|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:dc7858cdfa928d0c5be1a1cd2c7f3269b79edb8fee2d7d4ef3a452c44533491e,True,tank=4|target=3|cooldown=1,432
109,FIRE,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:32bd1f2c42efef6d58bfee1a94b7869ce759509dc45d780228be4065121a81d8,True,tank=4|target=4|cooldown=0,432
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:0cb8a6d2bafc9ad748e1c16012b4ac2e29be59786743f269e3366fd46c4ef8f3,True,tank=4|target=4|cooldown=1,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:5e4c7383afbfaf8a39168dc2aa46c86b9edf4ae754feeb0389dc293ef6b00a01,True,tank=4|target=5|cooldown=0,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:d79b7792dba91a1432a2a13d8f154c7e1b3cd9be1deb55e2efe85cb0461617da,True,tank=4|target=5|cooldown=1,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:9c6ee5a02b7dd7de9bc48141569072a1d78cd3a3e7acc1fab9ad8da2d2bb68fe,True,tank=4|target=6|cooldown=0,434
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:8b7b32dc07e0765691262d5b07e61ea3fa9c2c665d3847153e10c997f749d8c7,True,tank=4|target=6|cooldown=1,434
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:80cd4c876b9c764b2ecd54e28ead11d012beb25e3d3962bbad3c0e5bd6e75d84,True,tank=4|target=none|cooldown=0,438
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:cfc9b22c357aa4412792e4a4723326ae0e17b3bae7b00ca9a431dd11978abcd9,True,tank=4|target=none|cooldown=1,438
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:a5ee2acbff572d494c2335b2c7dbca882efdb83a7f25d517e08f9393047e945e,True,tank=5|target=0|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:8e69ef8f698121b939842838acb4f6fb70af37240f9f7f88a0f085812a411b66,True,tank=5|target=0|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:4baa95a6904983ba49a4f2995c718809798ec87229e630a972a30623d0652d57,True,tank=5|target=1|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:6c010c5eb2601e55e256b4d91a40e26d7d8545b21fa1d5534044ff2ae031395f,True,tank=5|target=1|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:63453e1d7686241899997a6d99ce7aae48cbf8e91538adf345beb1872b9d36e6,True,tank=5|target=2|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:8be0f7c59791f1e18bb653b1f82d26c40ff0c009d7fdc1ca1bc84095aadb266c,True,tank=5|target=2|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:f19b9bd0f6ee4f070823e18dca95d1f98cca586c97290b469d6d6a4af78ae677,True,tank=5|target=3|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:d7575b22955cc85964e46c2592d746f8ab0b88e2619edc0ee5ef5a75f4f421cf,True,tank=5|target=3|cooldown=1,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:62d5a98b2d7ca078d31e9eeec7d090e732799e021e88d515bda35057c6769b95,True,tank=5|target=4|cooldown=0,432
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:bd9a870222a5c480035c59c0c634895d03a48d91a1d0b84e82a695b0063d22dc,True,tank=5|target=4|cooldown=1,432
109,FIRE,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:a3b7991db2169c54342f7fb5fc6bddbce0fb0d2152e8a21c3101f72820808b5d,True,tank=5|target=5|cooldown=0,432
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47088,109,sha256:34383a0dc029c4805bb4770ae04a6fb132c0d699b8de701d08471cd41cf8a985,True,tank=5|target=5|cooldown=1,432
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:2e5bb6e8753c19494affecefb2a4dd2934ac4595a31159c014392e111c896001,True,tank=5|target=6|cooldown=0,434
109,RIGHT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:ee72035cf3f562424320544ae2e9ec080f2b3acef927157fae62aea42b2d1f60,True,tank=5|target=6|cooldown=1,434
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:fa8e6063580efe0f7bac1c9dad7fff7f690634d5eddccc6c15cf6fe3043e6255,True,tank=5|target=none|cooldown=0,438
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47742,109,sha256:60c730172c5a9b8fa6504c7f7d55866679be835ce7190f51ff075131357daed4,True,tank=5|target=none|cooldown=1,438
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:06fe6e2074b476753b537fd3f12972c3c68c1eb95807401e307e0d9d7546b765,True,tank=6|target=0|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:d122b94a50e00f1545b3c3cb6e0282596f9c28f3e660f1a28dee999a5f8187f6,True,tank=6|target=0|cooldown=1,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:aaaab45b5945ae18aa065b16a067e1494ab1a6cdacbed630e9e9ec50c787a5eb,True,tank=6|target=1|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:a3a4a919b31c7ac34885ccbdb1aee7bd1c561ebc62730bde935a93447e557e20,True,tank=6|target=1|cooldown=1,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:f8c302fc39d29e6aaef5df82935512e1323cf6475ecd2ed4b00c9a2cabfccc21,True,tank=6|target=2|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:10ff1a7eaa43d5dfc2c313b6c00145785f0fa784dac7645e4dd984e32552a147,True,tank=6|target=2|cooldown=1,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:4953f294eeef742510d610b9b7d8bca62d325946da15153fc7a4813376b7a89d,True,tank=6|target=3|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:d41fa587f5f1273c05ba23c8f213d61aa1c7f9c201d9e65e612413552167cb2a,True,tank=6|target=3|cooldown=1,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:25764a08759fca13161eda92f18aebe661ad2eb1ff1b8a87da0dcb6f002417b5,True,tank=6|target=4|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:99d63db58591a314739d8633aabb0efe990aa60c60f3dcb23c6dda7819f63a08,True,tank=6|target=4|cooldown=1,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:68772ea1055d01ccae6fc38222a4a31d93282a78ab8e10e572a237f17567e3cb,True,tank=6|target=5|cooldown=0,434
109,LEFT,,closed,"[""development_photometric"", ""development_shift""]",2,47306,109,sha256:db28d04b30888520138e0f02becd6c2f28edc0912d81557f45efd770b149fe71,True,tank=6|target=5|cooldown=1,434
109,FIRE,,closed,"[""development_photometric"", ""development_shift""]",2,47524,109,sha256:1368f0b6aa8542524f24079ce4cfb8168da249abb4821fd8b19ca2d8b4a45ba0,True,tank=6|target=6|cooldown=0,436
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47524,109,sha256:ad4afc6652621f623e6ad0f02a88e1f1a2f587b1277e7fea6620d95c036d6ac3,True,tank=6|target=6|cooldown=1,436
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47960,109,sha256:aa7bbee02e951f0f752f8865a9780aaec4388c161fa41380af0512f1573e875e,True,tank=6|target=none|cooldown=0,440
109,STAY,,closed,"[""development_photometric"", ""development_shift""]",2,47960,109,sha256:e33731d45051e3ab898aeca67e4d8413178be7dc890801f35b60144c640c5ded,True,tank=6|target=none|cooldown=1,440
